word,display_form,part_of_speech,difficulty,frequency_rank,source,created_at,updated_at
agnostic,agnostic,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
agonising,agonising,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
agonizing,agonizing,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
agony,agony,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
agrarian,agrarian,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
agree,agree,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
agreeing,agreeing,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
agreement,agreement,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
agricultural,agricultural,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ailment,ailment,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
aim,aim,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
air,air,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
air castle,air castle,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
air out,air out,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
airdock,airdock,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
airing,airing,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
airt,airt,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
airy,airy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ajar,ajar,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
akin,akin,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alacrity,alacrity,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
alarm,alarm,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
albeit,albeit,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alchemy,alchemy,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alcove,alcove,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alert,alert,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
alias,alias,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
alien,alien,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
alienate,alienate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alight,alight,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alignment,alignment,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
aliment,aliment,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
alimental,alimental,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
alimentary,alimentary,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
alimentation,alimentation,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
alimony,alimony,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alinement,alinement,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
all the same,all the same,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
allay,allay,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
allege,allege,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
allegory,allegory,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
alleviant,alleviant,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
alleviate,alleviate,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
alleviator,alleviator,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
alliance,alliance,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
allocate,allocate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
allocation,allocation,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
allot,allot,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
allotment,allotment,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
allow,Allow,,,,words - Sheet3.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
alloy,alloy,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
allude,allude,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
allure,allure,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
allurement,allurement,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
allusion,allusion,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
allusive,allusive,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
alluvion,alluvion,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
ally,ally,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
aloft,aloft,adv,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alone,alone,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
aloof,aloof,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alter,alter,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
alteration,alteration,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alterative,alterative,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
altercation,altercation,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
alternate,alternate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
altitude,altitude,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
altruism,altruism,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
altruist,altruist,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
altruistic,altruistic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amalgam,amalgam,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amalgamate,amalgamate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amalgamation,amalgamation,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amass,amass,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amative,amative,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amaze,amaze,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amazement,amazement,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amazing,amazing,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ambage,ambage,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
ambiguity,ambiguity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambiguous,ambiguous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambition,ambition,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambitious,ambitious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambivalence,ambivalence,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambivalency,ambivalency,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ambivalent,ambivalent,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amble,amble,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambo,ambo,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ambulatory,ambulatory,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ambuscade,ambuscade,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
ambush,ambush,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
ameliorate,ameliorate,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amenable,amenable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amend,amend,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amends,amends,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amiable,amiable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amicable,amicable,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amiss,amiss,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amity,amity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ammunition,ammunition,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amnesia,amnesia,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amnesty,amnesty,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amoral,amoral,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
amorous,amorous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amorphous,amorphous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amount,amount,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amount of money,amount of money,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amour,amour,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amour propre,amour propre,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
ample,ample,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
amplification,amplification,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amplify,amplify,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amulet,amulet,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amuse,amuse,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
amusement,amusement,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
amusing,amusing,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anachronic,anachronic,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
anachronism,anachronism,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anachronistic,anachronistic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
anachronous,anachronous,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
anaemia,anaemia,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
analogous,analogous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
analogy,analogy,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
analysis,analysis,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anarchist,anarchist,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anarchy,anarchy,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anathema,anathema,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anatomy,anatomy,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
ancestor,ancestor,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anchor,anchor,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
ancient,ancient,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
ancillary,ancillary,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anecdote,anecdote,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anecdotist,anecdotist,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
anemia,anemia,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anger,anger,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
angry,angry,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
anguish,anguish,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
angular,angular,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
animadversion,animadversion,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
animal,animal,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
animate,animate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
animosity,animosity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
animus,animus,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
annals,annals,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
annex,annex,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
annexation,annexation,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
annihilate,annihilate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
annotate,annotate,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
announce,announce,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
annoy,annoy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
annoyance,annoyance,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
annuity,annuity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
annul,annul,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
annunciate,annunciate,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anoint,anoint,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anomalous,anomalous,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anomalousness,anomalousness,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anomaly,anomaly,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anonym,anonym,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anonymity,anonymity,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antagonise,antagonise,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
antagonism,antagonism,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antagonist,antagonist,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
antagonistic,antagonistic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antagonize,antagonize,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
antecede,antecede,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
antecedent,antecedent,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antechamber,antechamber,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
antedate,antedate,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
antediluvian,antediluvian,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
antediluvian patriarch,antediluvian patriarch,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
anteroom,anteroom,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
anthem,anthem,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anthology,anthology,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anthropology,anthropology,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anthropophagite,anthropophagite,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anthropophagus,anthropophagus,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
anti-intellectual,anti-intellectual,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
antic,antic,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
anticipate,anticipate,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
anticipating,Anticipating,,SAT,,Words in Context (Level 2) Answer Key.pdf,2025-08-29 16:06:47,2025-08-29 16:06:47
anticipation,anticipation,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
anticlimax,anticlimax,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
antidote,antidote,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antipathetic,antipathetic,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
antipathetical,antipathetical,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
antipathy,antipathy,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
antipodes,antipodes,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
antiquate,antiquate,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
antiquated,antiquated,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
antiseptic,antiseptic,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antisocial,antisocial,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
antithesis,antithesis,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
anxiety,anxiety,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
anxious,anxious,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
anxiousness,anxiousness,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
apart,apart,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apartheid,apartheid,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
apartness,apartness,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apathetic,apathetic,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
apathy,apathy,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
ape,ape,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
aperient,aperient,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
aperture,aperture,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
apex,apex,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
aphasia,aphasia,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
aphorism,aphorism,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
apiary,apiary,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
aplomb,aplomb,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
apocalyptic,apocalyptic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
apocalyptical,apocalyptical,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
apocryphal,apocryphal,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
apogee,apogee,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
apologetic,apologetic,adj,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
apologise,apologise,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
apologize,apologize,,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
apologue,apologue,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
apology,apology,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
apophthegm,apophthegm,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apostate,apostate,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
apothegm,apothegm,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apotheosis,apotheosis,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:34,2025-08-29 16:02:34
appal,appal,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
appall,appall,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
appalled,appalled,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apparel,apparel,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apparent,apparent,adj,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
apparition,apparition,n,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
appear,appear,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
appearance,appearance,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
appease,appease,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
append,append,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
appendage,appendage,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
applaud,applaud,v,SAT,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:33,2025-08-29 16:02:33
applaudable,applaudable,,level_1,,,2025-08-29 16:02:33,2025-08-29 16:02:33
applauder,applauder,,level_1,,,2025-08-29 16:02:34,2025-08-29 16:02:34
apply,apply,,level_1,,,2025-08-29 16:02:32,2025-08-29 16:02:32
appoint,appoint,v,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
appointment,appointment,n,hard,,sesamewords_leveled_list_with_mnemonics.csv,2025-08-29 16:02:32,2025-08-29 16:02:32
