word,display_form,part_of_speech,difficulty,frequency_rank
skeptical,skeptical,adj,SAT,
skepticism,skepticism,n,SAT,
skew,skew,v,SAT,
skiff,skiff,n,SAT,
skirmish,skirmish,n,SAT,
skirt,skirt,n,hard,
skittish,skittish,adj,SAT,
slacken,slacken,v,SAT,
slag,slag,v,SAT,
slander,slander,v,SAT,
slapdash,slapdash,adv,SAT,
slaughter,slaughter,v,SAT,
slay,slay,v,SAT,
sleek,sleek,v,SAT,
sleeper,sleeper,n,SAT,
sleight,sleight,,SAT,
slippery,slippery,adj,SAT,
slipshod,slipshod,adj,SAT,
sloth,sloth,n,SAT,
slough,slough,v,SAT,
slovenly,slovenly,,SAT,
sluggish,sluggish,adj,SAT,
slur,slur,v,SAT,
smelt,smelt,,SAT,
smirk,smirk,v,SAT,
smolder,smolder,v,SAT,
smug,smug,adj,SAT,
snare,snare,v,SAT,
sneer,sneer,v,SAT,
snicker,snicker,v,SAT,
snivel,snivel,v,SAT,
snob,snob,n,SAT,
snout,snout,n,SAT,
soar,soar,v,SAT,
sobriety,sobriety,n,SAT,
sodden,sodden,adj,SAT,
sojourn,sojourn,n,SAT,
solar,solar,adj,hard,
solder,solder,v,SAT,
sole,sole,n,hard,
solemnity,solemnity,n,SAT,
solemnize,solemnize,v,SAT,
solicit,solicit,v,SAT,
solicitous,solicitous,adj,SAT,
solidify,solidify,,SAT,
soliloquy,soliloquy,n,SAT,
solipsistic,solipsistic,,SAT,
solitude,solitude,n,SAT,
soluble,soluble,adj,SAT,
solvent,solvent,n,SAT,
somber,somber,adj,SAT,
somewhat,somewhat,adv,hard,
somnolent,somnolent,adj,SAT,
sonnet,sonnet,n,SAT,
sophistication,sophistication,n,SAT,
sophistry,sophistry,n,SAT,
sophomoric,sophomoric,,SAT,
soporific,soporific,n,SAT,
sordid,sordid,adj,SAT,
sovereignty,sovereignty,n,SAT,
spacious,spacious,adj,SAT,
spangle,spangle,v,SAT,
spar,spar,v,SAT,
spare,spare,v,hard,
sparse,sparse,adj,SAT,
spartan,spartan,n,SAT,
spate,spate,n,SAT,
spatial,spatial,adj,hard,
spatula,spatula,n,SAT,
spawn,spawn,v,SAT,
specificity,specificity,n,SAT,
spectacle,spectacle,n,SAT,
spectator,spectator,n,SAT,
spectrum,spectrum,n,hard,
speculative,speculative,adj,SAT,
spendthrift,spendthrift,n,SAT,
sphere,sphere,n,hard,
spiral,spiral,n,SAT,
spiritual,spiritual,adj,hard,
splendor,splendor,n,SAT,
splice,splice,v,SAT,
spoke,spoke,,SAT,
spontaneity,spontaneity,n,SAT,
spontaneous,spontaneous,adj,SAT,
sporadic,sporadic,adj,SAT,
sprawl,sprawl,v,SAT,
sprightly,sprightly,adj,SAT,
spurious,spurious,adj,SAT,
spurn,spurn,v,SAT,
squalor,squalor,n,SAT,
squander,squander,v,SAT,
squat,squat,v,SAT,
squeamish,squeamish,adj,SAT,
stability,stability,n,hard,
stabilization,stabilization,n,SAT,
stabilize,stabilize,v,SAT,
stable,stable,adj,hard,
stagnant,stagnant,adj,SAT,
stagnate,stagnate,v,SAT,
stagnation,stagnation,n,SAT,
stamina,stamina,,SAT,
stampede,stampede,v,SAT,
stance,stance,n,SAT,
stanch,stanch,,SAT,
standardize,standardize,v,SAT,
stanza,stanza,n,SAT,
staple,staple,n,SAT,
stark,stark,adj,SAT,
stasis,stasis,n,SAT,
stationary,stationary,adj,SAT,
stature,stature,n,SAT,
statute,statute,n,hard,
staunch,staunch,,SAT,
steadfast,steadfast,adj,SAT,
steady,steady,adj,hard,
stealth,stealth,,SAT,
stellar,stellar,adj,SAT,
stem,stem,n,hard,
stench,stench,n,SAT,
stereotype,stereotype,n,SAT,
stern,stern,adj,SAT,
stickler,stickler,n,SAT,
stigma,stigma,,SAT,
stigmatize,stigmatize,v,SAT,
stilted,stilted,adj,SAT,
stimulate,stimulate,v,hard,
stimulation,stimulation,n,SAT,
stimulus,stimulus,n,SAT,
stint,stint,v,SAT,
stipend,stipend,n,SAT,
stipulate,stipulate,v,SAT,
stockpile,stockpile,v,SAT,
stodgy,stodgy,adj,SAT,
stoic,stoic,adj,SAT,
stoke,stoke,v,SAT,
straightforward,straightforward,adj,SAT,
strait,strait,n,SAT,
stratagem,stratagem,n,SAT,
stratify,stratify,v,SAT,
stratum,stratum,n,SAT,
streamline,streamline,v,SAT,
strenuous,strenuous,adj,SAT,
strew,strew,v,SAT,
striated,striated,v,SAT,
stricture,stricture,n,SAT,
stringent,stringent,adj,SAT,
strive,strive,v,hard,
struggle,struggle,n,hard,
strut,strut,v,SAT,
stunt,stunt,n,SAT,
stupendous,stupendous,adj,SAT,
stylize,stylize,,SAT,
stymie,stymie,v,SAT,
suavity,suavity,n,SAT,
subjective,subjective,adj,SAT,
sublime,sublime,adj,hard,
submerge,submerge,v,SAT,
submissive,submissive,adj,SAT,
suborn,suborn,v,SAT,
subpoena,subpoena,v,SAT,
subsequent,subsequent,adj,hard,
subside,subside,v,SAT,
subsidiary,subsidiary,n,hard,
subsidize,subsidize,v,SAT,
subsidy,subsidy,n,SAT,
substantial,substantial,adj,hard,
substantive,substantive,adj,SAT,
substitute,substitute,v,hard,
subsume,subsume,v,SAT,
subterfuge,subterfuge,n,SAT,
subtle,subtle,adj,SAT,
subtract,subtract,v,SAT,
subversive,subversive,n,SAT,
succeed,succeed,v,hard,
successive,successive,adj,SAT,
successor,successor,n,SAT,
succinct,succinct,adj,SAT,
succor,succor,n,SAT,
succulent,succulent,n,SAT,
succumb,succumb,v,SAT,
suffocate,suffocate,v,SAT,
suffrage,suffrage,n,SAT,
suffragist,suffragist,n,SAT,
suitable,suitable,adj,hard,
sullen,sullen,adj,SAT,
sultry,sultry,adj,SAT,
sum,sum,n,hard,
summit,summit,v,hard,
sunder,sunder,v,SAT,
sundry,sundry,adj,SAT,
superficial,superficial,adj,SAT,
superficiality,superficiality,n,SAT,
superiority,superiority,n,SAT,
supersede,supersede,v,SAT,
superstition,superstition,n,SAT,
supplementary,supplementary,adj,SAT,
suppose,suppose,v,hard,
supremacy,supremacy,n,SAT,
supreme,supreme,adj,hard,
surfeit,surfeit,v,SAT,
surge,surge,v,hard,
surly,surly,adj,SAT,
surrender,surrender,v,SAT,
surrogate,surrogate,n,SAT,
surround,surround,v,hard,
surveillance,surveillance,n,hard,
survive,survive,v,hard,
susceptible,susceptible,adj,SAT,
suspect,suspect,v,hard,
suspend,suspend,v,hard,
suspicious,suspicious,adj,SAT,
sustain,sustain,v,hard,
suture,suture,v,SAT,
swarm,swarm,v,SAT,
swarthy,swarthy,adj,SAT,
swath,swath,,SAT,
swell,swell,v,SAT,
swelter,swelter,v,SAT,
swift,swift,adj,hard,
swill,swill,v,SAT,
swindler,swindler,n,SAT,
swivel,swivel,v,SAT,
swoon,swoon,v,SAT,
sycophant,sycophant,n,SAT,
symbiotic,symbiotic,adj,SAT,
symbolic,symbolic,adj,SAT,
symmetry,symmetry,n,SAT,
sympathetic,sympathetic,adj,SAT,
sympathy,sympathy,n,SAT,
symptom,symptom,n,hard,
symptomatic,symptomatic,adj,SAT,
syncopate,syncopate,,SAT,
synergistic,synergistic,,SAT,
synergy,synergy,n,SAT,
synoptic,synoptic,,SAT,
synthesis,synthesis,n,hard,
synthesize,synthesize,v,SAT,
systematic,systematic,adj,SAT,
tacit,tacit,adj,SAT,
taciturn,taciturn,adj,SAT,
tact,tact,n,SAT,
tactile,tactile,adj,SAT,
taint,taint,n,SAT,
talent,talent,n,hard,
talon,talon,n,SAT,
tamper,tamper,v,SAT,
tangent,tangent,n,SAT,
tangential,tangential,adj,SAT,
tangible,tangible,adj,SAT,
tangle,tangle,n,SAT,
tanner,tanner,,SAT,
tantamount,tantamount,adj,SAT,
tantrum,tantrum,n,SAT,
taper,taper,v,SAT,
taut,taut,adj,SAT,
tautological,tautological,adj,SAT,
tedious,tedious,adj,SAT,
temerity,temerity,n,SAT,
temperamental,temperamental,adj,SAT,
temperance,temperance,n,SAT,
temperate,temperate,adj,SAT,
tempest,tempest,n,SAT,
tempestuous,tempestuous,adj,SAT,
tempo,tempo,n,SAT,
temporary,temporary,adj,hard,
temporize,temporize,v,SAT,
temptation,temptation,n,SAT,
tenable,tenable,adj,SAT,
tenacious,tenacious,adj,SAT,
tenacity,tenacity,n,SAT,
tend,tend,v,hard,
tendency,tendency,n,SAT,
tenet,tenet,n,SAT,
tense,tense,n,SAT,
tensile,tensile,adj,SAT,
tension,tension,n,hard,
tenuous,tenuous,adj,SAT,
tenure,tenure,n,SAT,
tepid,tepid,adj,SAT,
terminate,terminate,v,hard,
termination,termination,n,hard,
terrain,terrain,n,SAT,
terrestrial,terrestrial,adj,SAT,
terrorize,terrorize,v,SAT,
terse,terse,adj,SAT,
testify,testify,v,SAT,
tether,tether,v,SAT,
texture,texture,n,hard,
theatrical,theatrical,adj,SAT,
theatricality,theatricality,n,SAT,
theocracy,theocracy,n,SAT,
theoretical,theoretical,adj,hard,
therapeutic,therapeutic,adj,hard,
thereby,thereby,adv,hard,
thermal,thermal,adj,hard,
thesis,thesis,n,hard,
thicken,thicken,v,SAT,
thorough,thorough,adj,hard,
threaten,threaten,v,hard,
thrifty,thrifty,adj,SAT,
thrive,thrive,v,SAT,
throe,throe,,SAT,
throng,throng,n,SAT,
throwback,throwback,n,SAT,
thunderous,thunderous,adj,SAT,
tidy,tidy,v,SAT,
tiller,tiller,v,SAT,
time-worn,time-worn,,SAT,
timely,timely,adj,hard,
timidity,timidity,n,SAT,
timorous,timorous,adj,SAT,
tirade,tirade,n,SAT,
titanic,titanic,adj,SAT,
titter,titter,v,SAT,
titular,titular,adj,SAT,
toil,toil,v,SAT,
tolerable,tolerable,adj,SAT,
tolerance,tolerance,n,hard,
tolerant,tolerant,adj,SAT,
tome,tome,n,SAT,
tonic,tonic,n,SAT,
topography,topography,n,SAT,
topple,topple,v,SAT,
torpor,torpor,n,SAT,
torrent,torrent,n,SAT,
torso,torso,n,SAT,
tortuous,tortuous,adj,SAT,
totalitarian,totalitarian,adj,SAT,
totality,totality,n,SAT,
totter,totter,v,SAT,
touchstone,touchstone,n,SAT,
touchy,touchy,adj,SAT,
toxic,toxic,adj,hard,
toxicity,toxicity,n,SAT,
trace,trace,v,hard,
tract,tract,n,hard,
tractable,tractable,adj,SAT,
tradition,tradition,n,hard,
traditionalist,traditionalist,n,SAT,
traduce,traduce,v,SAT,
trainee,trainee,n,SAT,
trample,trample,v,SAT,
transcend,transcend,v,SAT,
transcendent,transcendent,adj,SAT,
transcendental,transcendental,adj,SAT,
transcribe,transcribe,v,SAT,
transcription,transcription,n,hard,
transform,transform,v,hard,
transformation,transformation,n,hard,
transformative,transformative,,hard,
transgression,transgression,n,SAT,
transient,transient,n,SAT,
transit,transit,n,hard,
transition,transition,n,hard,
transitional,transitional,adj,SAT,
translate,translate,v,hard,
translucent,translucent,adj,SAT,
transmit,transmit,v,hard,
transmute,transmute,v,SAT,
transparent,transparent,adj,hard,
trap,trap,n,hard,
treacherous,treacherous,adj,SAT,
treacle,treacle,n,SAT,
treason,treason,n,SAT,
treatise,treatise,n,SAT,
trek,trek,v,hard,
tremor,tremor,n,SAT,
tremulous,tremulous,adj,SAT,
trenchant,trenchant,adj,SAT,
trepidation,trepidation,n,SAT,
tribulation,tribulation,n,SAT,
tribute,tribute,n,hard,
trifle,trifle,v,SAT,
trigger,trigger,n,hard,
trinket,trinket,n,SAT,
trio,trio,n,hard,
triumph,triumph,n,SAT,
trivial,trivial,adj,SAT,
tropical,tropical,adj,hard,
troublesome,troublesome,adj,SAT,
trough,trough,n,SAT,
trove,trove,,SAT,
truce,truce,n,SAT,
truculence,truculence,n,SAT,
truculent,truculent,adj,SAT,
truism,truism,n,SAT,
trustworthy,trustworthy,adj,SAT,
tryst,tryst,n,SAT,
tumult,tumult,n,SAT,
tundra,tundra,n,SAT,
turbulence,turbulence,n,SAT,
turbulent,turbulent,adj,SAT,
turgid,turgid,adj,SAT,
turmoil,turmoil,n,SAT,
turpitude,turpitude,n,SAT,
twig,twig,v,SAT,
twist,twist,v,hard,
tycoon,tycoon,n,SAT,
typhoon,typhoon,n,SAT,
typify,typify,v,SAT,
tyranny,tyranny,n,SAT,
tyrant,tyrant,n,SAT,
tyro,tyro,n,SAT,
ubiquitous,ubiquitous,adj,SAT,
umbrage,umbrage,,SAT,
unacceptable,unacceptable,adj,SAT,
unalterable,unalterable,adj,SAT,
unanimity,unanimity,n,SAT,
unanimous,unanimous,adj,SAT,
unanticipated,unanticipated,,SAT,
unappreciated,unappreciated,,SAT,
unassuming,unassuming,adj,SAT,
unavoidable,unavoidable,,SAT,
uncanny,uncanny,adj,SAT,
uncertain,uncertain,adj,SAT,
uncertainty,uncertainty,n,hard,
unchallenged,unchallenged,adj,SAT,
uncharacteristic,uncharacteristic,adj,SAT,
uncharted,uncharted,adj,SAT,
uncontrollable,uncontrollable,adj,SAT,
uncontrolled,uncontrolled,adj,SAT,
unconventional,unconventional,adj,SAT,
uncouth,uncouth,adj,SAT,
uncritical,uncritical,adj,SAT,
undaunted,undaunted,adj,SAT,
undercut,undercut,v,SAT,
underestimate,underestimate,v,SAT,
undergo,undergo,v,hard,
underground,underground,adj,hard,
underlie,underlie,v,hard,
undermine,undermine,v,SAT,
underrate,underrate,v,SAT,
underscore,underscore,v,SAT,
understandable,understandable,adj,SAT,
understanding,understanding,,hard,
undertake,undertake,v,hard,
underutilized,underutilized,,SAT,
undiscovered,undiscovered,adj,SAT,
undo,undo,v,hard,
undulate,undulate,v,SAT,
uneasy,uneasy,adj,SAT,
unemployment,unemployment,n,hard,
unexceptionable,unexceptionable,adj,SAT,
unexpected,unexpected,adj,hard,
unfamiliar,unfamiliar,adj,SAT,
unfeigned,unfeigned,,SAT,
unfettered,unfettered,,SAT,
unfriendly,unfriendly,adj,SAT,
unfrock,unfrock,,SAT,
ungovernable,ungovernable,adj,SAT,
unguided,unguided,,SAT,
unidentified,unidentified,adj,SAT,
unidimensional,unidimensional,,SAT,
uniform,uniform,n,hard,
uniformity,uniformity,n,SAT,
unimportant,unimportant,adj,SAT,
unimpressed,unimpressed,adj,SAT,
unimpressive,unimpressive,adj,SAT,
uninformative,uninformative,,SAT,
uninitiated,uninitiated,adj,SAT,
unintelligible,unintelligible,adj,SAT,
universality,universality,n,SAT,
unjust,unjust,adj,SAT,
unkempt,unkempt,adj,SAT,
unlikely,unlikely,adj,hard,
unlimited,unlimited,adj,hard,
unnecessary,unnecessary,adj,SAT,
unnoticed,unnoticed,adj,SAT,
unobservable,unobservable,,SAT,
unoriginal,unoriginal,,SAT,
unorthodox,unorthodox,adj,SAT,
unpalatable,unpalatable,adj,SAT,
unprecedented,unprecedented,adj,SAT,
unpredictable,unpredictable,adj,SAT,
unpretentious,unpretentious,adj,SAT,
unproductive,unproductive,adj,SAT,
unpromising,unpromising,adj,SAT,
unqualified,unqualified,adj,SAT,
unravel,unravel,v,SAT,
unrealistic,unrealistic,adj,SAT,
unregulated,unregulated,,SAT,
unreliable,unreliable,adj,SAT,
unrequited,unrequited,adj,SAT,
unruly,unruly,adj,SAT,
unscathed,unscathed,adj,SAT,
unseemly,unseemly,adj,SAT,
unselfish,unselfish,adj,SAT,
unsettle,unsettle,v,SAT,
unsightly,unsightly,adj,SAT,
unstable,unstable,adj,SAT,
unsubstantiated,unsubstantiated,adj,SAT,
unsuccessful,unsuccessful,adj,SAT,
unsuitable,unsuitable,adj,SAT,
unswerving,unswerving,adj,SAT,
untainted,untainted,adj,SAT,
untested,untested,adj,SAT,
untimely,untimely,adv,SAT,
untreated,untreated,adj,SAT,
untrustworthy,untrustworthy,adj,SAT,
unusual,unusual,adj,hard,
unvaried,unvaried,,SAT,
unveil,unveil,v,SAT,
unverified,unverified,,SAT,
unwarranted,unwarranted,adj,SAT,
unwilling,unwilling,adj,SAT,
unwitting,unwitting,adj,SAT,
unworldly,unworldly,adj,SAT,
unworthy,unworthy,adj,SAT,
upbraid,upbraid,v,SAT,
upbringing,upbringing,n,SAT,
uprising,uprising,n,SAT,
uproarious,uproarious,adj,SAT,
urbane,urbane,adj,SAT,
urgent,urgent,adj,hard,
usurp,usurp,v,SAT,
utilize,utilize,v,hard,
utmost,utmost,adj,SAT,
utopia,utopia,n,SAT,
utopian,utopian,,SAT,
utter,utter,v,SAT,
vacant,vacant,adj,SAT,
vagary,vagary,n,SAT,
vagrant,vagrant,n,SAT,
vain,vain,adj,SAT,
valediction,valediction,,SAT,
valiant,valiant,adj,SAT,
validate,validate,v,hard,
validity,validity,n,SAT,
valor,valor,n,SAT,
valuable,valuable,adj,hard,
vanguard,vanguard,n,SAT,
vanity,vanity,n,SAT,
vanquish,vanquish,v,SAT,
vantage,vantage,n,SAT,
variation,variation,n,hard,
vast,vast,adj,hard,
vat,vat,n,hard,
vector,vector,n,hard,
veer,veer,v,SAT,
vehement,vehement,adj,SAT,
velocity,velocity,n,hard,
venal,venal,adj,SAT,
veneer,veneer,v,SAT,
venerable,venerable,adj,SAT,
venerate,venerate,v,SAT,
vengeance,vengeance,n,SAT,
venial,venial,adj,SAT,
venom,venom,n,SAT,
vent,vent,v,hard,
venture,venture,v,hard,
venturesome,venturesome,adj,SAT,
veracious,veracious,,SAT,
veracity,veracity,n,SAT,
verbal,verbal,adj,SAT,
verbalization,verbalization,,SAT,
verbose,verbose,adj,SAT,
verdant,verdant,adj,SAT,
verdict,verdict,n,SAT,
verge,verge,n,SAT,
verifiable,verifiable,adj,SAT,
verisimilitude,verisimilitude,n,SAT,
veritable,veritable,adj,SAT,
verity,verity,n,SAT,
versatile,versatile,adj,SAT,
versatility,versatility,n,SAT,
vertex,vertex,,hard,
vertical,vertical,adj,hard,
vertigo,vertigo,n,SAT,
vestige,vestige,n,SAT,
veteran,veteran,adj,hard,
vexation,vexation,n,SAT,
vibrant,vibrant,adj,SAT,
vicarious,vicarious,adj,SAT,
vicinity,vicinity,n,SAT,
vicissitude,vicissitude,,SAT,
victor,victor,n,hard,
vigil,vigil,n,SAT,
vigilant,vigilant,adj,SAT,
vignette,vignette,n,SAT,
vigor,vigor,n,SAT,
vindicate,vindicate,v,SAT,
vindication,vindication,n,SAT,
vindictive,vindictive,adj,SAT,
violation,violation,n,hard,
violent,violent,adj,hard,
viper,viper,n,SAT,
virile,virile,adj,SAT,
virtue,virtue,n,hard,
virtuosity,virtuosity,n,SAT,
virtuoso,virtuoso,n,SAT,
virulent,virulent,adj,SAT,
visceral,visceral,adj,SAT,
viscid,viscid,,SAT,
viscous,viscous,adj,SAT,
vise,vise,n,SAT,
visible,visible,adj,hard,
visionary,visionary,n,SAT,
vista,vista,n,hard,
vital,vital,adj,hard,
vitality,vitality,n,SAT,
vituperative,vituperative,adj,SAT,
vivacity,vivacity,n,SAT,
vivid,vivid,adj,SAT,
vocalist,vocalist,n,SAT,
vocation,vocation,n,SAT,
vogue,vogue,n,SAT,
volatile,volatile,adj,SAT,
volatility,volatility,n,SAT,
volition,volition,n,SAT,
voluble,voluble,adj,SAT,
voluntary,voluntary,adj,hard,
voracious,voracious,adj,SAT,
vortex,vortex,n,SAT,
vow,vow,v,SAT,
vulnerable,vulnerable,adj,hard,
waffle,waffle,n,SAT,
waft,waft,v,SAT,
wag,wag,v,SAT,
wage,wage,n,hard,
waggish,waggish,,SAT,
waif,waif,n,SAT,
waive,waive,v,SAT,
waiver,waiver,n,hard,
wallow,wallow,v,SAT,
wan,wan,adj,SAT,
wane,wane,v,SAT,
warble,warble,v,SAT,
wardrobe,wardrobe,n,SAT,
warp,warp,v,SAT,
warrant,warrant,v,hard,
wastrel,wastrel,n,SAT,
waylay,waylay,v,SAT,
wayward,wayward,adj,SAT,
weakness,weakness,,hard,
wealth,wealth,n,hard,
wean,wean,v,SAT,
welfare,welfare,n,hard,
wend,wend,v,SAT,
wetland,wetland,n,hard,
whelp,whelp,v,SAT,
whereas,whereas,,hard,
whereby,whereby,,SAT,
whet,whet,v,SAT,
whiff,whiff,n,SAT,
whimsical,whimsical,adj,SAT,
whimsicality,whimsicality,n,SAT,
whimsy,whimsy,n,SAT,
whinny,whinny,v,SAT,
whittle,whittle,v,SAT,
wholehearted,wholehearted,adj,SAT,
widen,widen,,SAT,
widespread,widespread,adj,SAT,
wilt,wilt,,SAT,
winnow,winnow,v,SAT,
winsome,winsome,adj,SAT,
wisdom,wisdom,n,hard,
wispy,wispy,adj,SAT,
wistful,wistful,adj,SAT,
withdrawal,withdrawal,n,hard,
wither,wither,v,SAT,
withhold,withhold,v,SAT,
witless,witless,,SAT,
witness,witness,v,hard,
witticism,witticism,n,SAT,
wizened,wizened,adj,SAT,
woe,woe,n,SAT,
worry,worry,v,hard,
worthwhile,worthwhile,adj,SAT,
worthy,worthy,adj,hard,
wrath,wrath,n,SAT,
wreak,wreak,v,SAT,
wrench,wrench,v,SAT,
wrest,wrest,v,SAT,
wrongdoer,wrongdoer,n,SAT,
wrongdoing,wrongdoing,n,SAT,
wrongheaded,wrongheaded,,SAT,
yearn,yearn,v,SAT,
yen,yen,n,SAT,
yield,yield,v,hard,
yoke,yoke,n,SAT,
yore,yore,,SAT,
zany,zany,n,SAT,
zeal,zeal,n,SAT,
zealous,zealous,adj,SAT,
zenith,zenith,n,SAT,
zephyr,zephyr,n,SAT,
